B_ID,B_Name,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Significant Strikes_Landed,B__Round2_Strikes_Body Significant Strikes_Landed,B__Round2_Strikes_Clinch Significant Strikes_Landed,B__Round2_Strikes_Ground Significant Strikes_Landed,B__Round2_Strikes_Head Significant Strikes_Landed,B__Round2_Strikes_Legs Significant Strikes_Landed,B__Round2_Strikes_Significant Strikes_Landed,B__Round3_Strikes_Body Significant Strikes_Landed,B__Round3_Strikes_Clinch Significant Strikes_Landed,B__Round3_Strikes_Ground Significant Strikes_Landed,B__Round3_Strikes_Head Significant Strikes_Landed,B__Round3_Strikes_Legs Significant Strikes_Landed,B__Round3_Strikes_Significant Strikes_Landed,Date,Event_ID,Fight_ID,Last_round,Max_round,R_ID,R_Name,R__Round1_Strikes_Body Significant Strikes_Landed,R__Round1_Strikes_Clinch Significant Strikes_Landed,R__Round1_Strikes_Ground Significant Strikes_Landed,R__Round1_Strikes_Head Significant Strikes_Landed,R__Round1_Strikes_Legs Significant Strikes_Landed,R__Round1_Strikes_Significant Strikes_Landed,R__Round2_Strikes_Body Significant Strikes_Landed,R__Round2_Strikes_Clinch Significant Strikes_Landed,R__Round2_Strikes_Ground Significant Strikes_Landed,R__Round2_Strikes_Head Significant Strikes_Landed,R__Round2_Strikes_Legs Significant Strikes_Landed,R__Round2_Strikes_Significant Strikes_Landed,R__Round3_Strikes_Body Significant Strikes_Landed,R__Round3_Strikes_Clinch Significant Strikes_Landed,R__Round3_Strikes_Ground Significant Strikes_Landed,R__Round3_Strikes_Head Significant Strikes_Landed,R__Round3_Strikes_Legs Significant Strikes_Landed,R__Round3_Strikes_Significant Strikes_Landed,winby,winner
940,Norifumi Yamamoto,,,,,,,,,,,,,,,,,,,3/4/15,700,5176,2,3,2331,Roman Salazar,1,1,0,1,1,3,,,,,,,,,,,,,,no contest
2429,Cody Pfister,,,,,,,,,,,,,,,,,,,2/16/15,701,5196,2,3,2268,James Moontasri,2,1,19,25,0,27,1,0,3,4,0,5,1,0,1,2,0,3,SUB,red
2264,Sam Alvey,3,4,7,15,0,18,1,7,0,16,1,18,6,29,0,46,0,52,2/23/15,703,5184,1,3,1991,Cezar Ferreira,7,1,3,7,0,14,3,0,0,0,3,6,1,0,0,2,0,3,KO/TKO,blue
2321,Josh Copeland,1,0,0,4,0,5,1,2,0,8,0,9,4,5,0,1,1,6,3/16/15,704,5288,3,3,2105,Jared Rosholt,8,23,9,20,8,36,7,18,11,13,13,33,13,0,25,14,0,27,KO/TKO,red
2159,Tony Martin,2,6,0,22,7,31,3,3,0,5,7,15,3,4,0,0,4,7,3/23/15,713,5275,2,3,2078,Leonardo Santos,6,0,10,13,5,24,4,2,0,11,0,15,4,1,5,13,6,23,SUB,red
2314,Cain Carrizosa,0,0,0,0,0,0,,,,,,,,,,,,,3/23/15,713,5276,3,3,2001,Leonardo Mafra,4,2,0,3,0,7,1,0,1,2,1,4,,,,,,,DEC,red
1340,Drew Dober,5,2,1,8,3,16,4,2,5,15,1,20,2,4,0,11,5,18,3/26/15,713,5277,2,3,2073,Leandro Silva,3,0,0,5,1,9,3,5,0,2,3,8,3,3,0,10,0,13,SUB,no contest
2287,Akbarh Arreola,9,2,5,10,5,24,3,0,1,3,2,8,6,1,0,4,0,10,3/23/15,713,5283,3,3,1997,Francisco Trinaldo,15,11,1,13,14,42,8,3,2,12,4,24,8,6,10,21,9,38,DEC,red
1401,Shayna Baszler,0,1,0,3,0,3,0,3,0,5,0,5,,,,,,,3/23/15,713,5292,1,3,1719,Amanda Nunes,0,0,20,19,2,21,1,1,0,0,0,1,0,0,0,0,0,0,KO/TKO,red
2119,Andre Fili,24,13,5,37,9,70,7,1,4,10,5,22,5,3,6,14,4,23,3/23/15,713,5293,1,3,1993,Godofredo Pepey,1,2,5,12,0,13,,,,,,,,,,,,,SUB,red
941,Katsunori Kikuno,9,3,0,37,10,56,1,1,1,10,2,13,2,1,2,6,0,8,3/23/15,713,5321,1,3,2092,Kevin Souza,7,6,0,32,0,39,7,1,0,33,0,40,,,,,,,KO/TKO,red
2322,Christos Giagos,0,0,0,4,0,4,,,,,,,,,,,,,3/23/15,713,5322,1,3,2353,Jorge de Oliveira,6,5,0,2,1,9,1,2,0,5,1,7,1,0,0,3,3,7,SUB,blue
2462,Fredy Serrano,,,,,,,,,,,,,,,,,,,7/19/16,713,5324,3,3,2463,Bentley Syler,,,,,,,,,,,,,,,,,,,KO/TKO,blue
2300,Jan Blachowicz,1,0,7,9,3,13,,,,,,,,,,,,,4/13/15,714,5279,3,3,2009,Jimi Manuwa,1,1,0,2,4,7,0,0,0,2,4,6,,,,,,,DEC,red
2225,Sheldon Westcott,2,5,0,8,0,10,1,1,0,1,1,3,,,,,,,4/13/15,714,5286,3,3,2209,Pawel Pawlak,0,0,0,6,7,13,0,0,0,1,0,1,2,0,0,4,1,7,DEC,red
2428,Garreth McLellan,,,,,,,,,,,,,,,,,,,8/29/16,714,5287,3,3,2490,Bartosz Fabinski,,,,,,,,,,,,,,,,,,,DEC,red
2503,Mickael Lebout,,,,,,,,,,,,,,,,,,,4/13/15,714,5317,3,3,1992,Sergio Moraes,,,,,,,,,,,,,,,,,,,DEC,red
2215,Anthony Hamilton,5,4,4,9,3,17,49,2,47,0,2,51,,,,,,,4/13/15,714,5318,3,3,2083,Daniel Omielanczuk,0,0,0,0,1,1,3,1,1,4,0,7,1,0,1,1,0,2,DEC,blue
2329,Leon Edwards,3,4,4,12,0,15,5,1,0,9,0,14,0,1,1,4,0,4,4/13/15,714,5319,1,3,1547,Seth Baczynski,13,9,2,38,6,57,5,1,0,20,3,28,5,1,0,20,5,30,KO/TKO,blue
2502,Stevie Ray,,,,,,,,,,,,,,,,,,,4/13/15,714,5320,2,3,2301,Marcin Bandel,0,0,0,3,0,3,,,,,,,,,,,,,KO/TKO,blue
2465,Maryna Moroz,,,,,,,,,,,,,,,,,,,10/22/17,714,5348,1,3,2339,Joanne Calderwood,12,6,0,8,17,37,7,5,0,13,13,33,8,19,9,20,11,39,SUB,blue
2467,Rocky Lee,,,,,,,,,,,,,,,,,,,10/22/17,714,5363,3,3,2326,Taylor Lapilus,,,,,,,,,,,,,,,,,,,DEC,red
2041,Yaotzin Meza,4,2,0,11,8,23,7,2,0,10,2,19,2,0,2,8,3,13,4/13/15,714,5424,3,3,2504,Damian Stasiak,,,,,,,,,,,,,,,,,,,DEC,blue
2298,Yao Zhikui,1,1,2,4,0,5,0,2,0,13,0,13,0,0,3,9,0,9,5/18/15,716,5328,3,3,2303,Nolan Ticman,0,0,3,3,0,3,,,,,,,,,,,,,DEC,blue
2231,Kajan Johnson,3,1,1,9,1,13,2,1,0,8,1,11,0,0,0,5,0,5,5/18/15,716,5329,3,3,2179,Zhang Lipeng,4,13,1,5,16,25,8,9,2,6,5,19,1,4,3,7,5,13,DEC,blue
2019,Jon Tuck,12,13,5,17,4,33,9,5,4,16,3,28,4,0,10,8,3,15,5/18/15,716,5330,1,3,2145,Tae Hyun Bang,5,2,1,23,1,29,0,0,5,16,2,18,1,0,3,12,0,13,SUB,blue
2282,Dhiego Lima,2,4,7,25,3,30,0,0,29,31,0,31,3,0,14,18,0,21,7/8/16,716,5331,1,3,2206,Li Jingliang,1,3,5,22,17,40,3,6,1,24,7,34,1,1,10,22,7,30,KO/TKO,red
2169,Yui Chul Nam,8,32,18,48,4,60,0,0,5,6,0,6,2,5,0,9,0,11,11/30/15,716,5334,3,3,515,Phillipe Nover,,,,,,,,,,,,,,,,,,,DEC,red
2430,Levan Makashvili,,,,,,,,,,,,,,,,,,,5/18/15,716,5356,3,3,2190,Mark Eddiva,11,6,15,24,13,48,2,10,1,14,26,42,2,5,4,6,5,13,DEC,blue
1781,Costas Philippou,3,4,1,10,6,19,,,,,,,,,,,,,5/18/15,716,5373,3,3,786,Gegard Mousasi,4,8,10,21,11,36,1,0,0,6,5,12,4,6,0,23,2,29,DEC,red
2047,Neil Magny,23,21,5,48,9,80,24,34,26,102,14,140,8,14,28,68,14,90,5/18/15,716,5374,2,3,2020,Hyun Gyu Lim,8,3,8,31,1,40,2,0,0,18,1,21,2,1,1,5,1,8,KO/TKO,blue
2064,Luke Barnatt,19,4,0,38,12,69,9,2,0,23,8,40,5,1,1,9,0,14,5/18/15,716,5386,3,3,653,Mark Munoz,0,0,0,2,1,3,,,,,,,,,,,,,DEC,red
2147,Royston Wee,1,1,6,6,1,8,1,3,4,6,7,14,1,0,0,1,2,4,8/10/16,716,5387,2,3,2182,Ning Guangyou,5,3,0,4,0,9,1,0,0,6,3,10,2,0,0,3,7,12,KO/TKO,red
2143,Jon Delos Reyes,4,9,3,13,5,22,,,,,,,,,,,,,5/18/15,716,5388,2,3,2253,Roldan Sangcha-an,0,0,0,0,1,1,1,3,0,4,8,13,3,0,0,11,8,22,SUB,blue
1163,Matt Mitrione,1,8,10,39,3,43,,,,,,,,,,,,,2/4/16,717,5368,1,3,969,Ben Rothwell,2,0,5,15,0,17,,,,,,,,,,,,,SUB,red
2082,Derrick Lewis,5,7,36,40,1,46,2,2,33,34,0,36,,,,,,,6/8/15,717,5385,2,3,1850,Shawn Jordan,6,5,8,28,7,41,0,0,3,3,0,3,0,0,15,15,0,15,KO/TKO,red
2364,Jake Collier,4,2,0,11,0,15,,,,,,,,,,,,,8/12/15,717,5389,3,3,2249,Ricardo Abreu,5,2,3,14,0,19,0,2,6,13,1,14,,,,,,,DEC,blue
2308,Anthony Birchak,0,0,4,4,0,4,,,,,,,,,,,,,6/8/15,717,5402,1,3,2309,Joe Soto,0,0,0,7,1,8,2,0,0,21,1,24,1,0,0,11,1,13,KO/TKO,blue
2104,Omari Akhmedov,13,2,10,20,5,38,1,1,7,17,2,20,0,5,0,12,0,12,6/8/15,717,5410,1,3,1209,Brian Ebersole,2,6,3,4,11,17,0,0,1,3,1,4,5,7,0,14,9,28,KO/TKO,blue
1481,Yancy Medeiros,24,10,3,23,10,57,2,0,0,7,0,9,,,,,,,6/8/15,717,5436,1,3,1595,Dustin Poirier,4,8,3,51,10,65,5,5,2,9,0,14,,,,,,,KO/TKO,red
2363,Leonardo Morales,3,1,2,4,3,10,2,2,2,0,3,5,5,1,0,9,4,18,6/8/15,717,5438,1,3,2355,Jose Quinonez,2,1,1,8,1,11,3,0,0,10,0,13,4,0,8,10,0,14,SUB,red
1755,Alex Caceres,6,4,1,15,8,29,12,5,0,12,1,25,8,3,2,28,7,43,6/8/15,717,5449,1,3,1689,Francisco Rivera,6,4,2,14,7,27,0,0,0,8,2,10,2,1,0,16,1,19,KO/TKO,red
2238,Brian Ortega,2,1,0,1,0,3,,,,,,,,,,,,,6/8/15,717,5481,3,3,533,Thiago Tavares,0,0,18,18,0,18,,,,,,,,,,,,,KO/TKO,blue
2322,Christos Giagos,0,0,16,22,0,22,,,,,,,,,,,,,6/8/15,717,5498,3,3,2313,Chris Wade,3,8,2,6,7,16,3,8,2,6,8,17,1,9,5,6,7,14,DEC,red
2037,Robert Whittaker,9,3,8,44,16,69,4,3,4,38,5,47,2,0,1,16,0,18,5/11/15,718,5336,1,3,1546,Brad Tavares,15,18,0,25,9,49,9,6,0,23,12,44,4,7,0,28,15,47,KO/TKO,blue
2205,Sean O'Connell,18,29,0,44,12,74,19,12,0,30,10,59,8,11,1,46,3,57,5/11/15,718,5337,1,3,175,Anthony Perosh,0,0,10,11,0,11,,,,,,,,,,,,,KO/TKO,blue
1984,James Vick,10,5,0,27,8,45,4,2,0,29,7,40,4,2,0,27,1,32,5/11/15,718,5338,1,3,2258,Jake Matthews,2,1,25,33,4,39,5,8,3,13,7,25,0,1,21,22,0,22,SUB,blue
2349,Lisa Ellis,0,1,2,3,0,3,1,0,0,0,0,1,,,,,,,5/11/15,718,5339,1,3,2345,Bec Rawlings,2,13,0,8,6,16,0,0,1,7,2,9,4,12,0,30,10,44,SUB,red
2030,Bradley Scott,2,0,0,6,1,9,9,4,0,16,3,28,0,0,0,4,0,4,5/11/15,718,5340,2,3,2062,Dylan Andrews,1,0,0,0,3,4,,,,,,,,,,,,,SUB,blue
2306,Kailin Curran,7,7,6,9,0,16,4,3,2,3,0,7,3,4,0,2,0,5,5/11/15,718,5341,3,3,2346,Alex Chambers,2,5,1,5,5,12,,,,,,,,,,,,,SUB,red
2295,Brendan O'Reilly,1,1,0,3,0,4,1,0,0,0,2,3,2,2,0,4,2,8,5/11/15,718,5342,3,3,2226,Vik Grujic,2,10,0,21,2,25,0,0,0,0,0,0,0,0,0,1,0,1,DEC,blue
2254,Dan Hooker,5,11,8,28,0,33,5,8,0,32,4,41,10,15,0,26,1,37,3/10/16,718,5350,2,3,733,Hatsu Hioki,7,5,2,4,1,12,5,2,2,7,1,13,6,0,0,8,1,15,KO/TKO,blue
2506,Jonavin Webb,,,,,,,,,,,,,,,,,,,2/11/16,718,5375,3,3,1549,Kyle Noke,5,4,3,7,6,18,4,3,6,10,5,19,3,1,0,3,7,13,DEC,red
2264,Sam Alvey,3,4,9,19,0,22,1,7,0,16,1,18,6,29,0,46,0,52,3/9/16,718,5401,1,3,2324,Daniel Kelly,1,5,1,34,6,41,0,0,0,22,0,22,1,0,0,22,0,23,KO/TKO,blue
1675,John Makdessi,9,10,15,48,6,63,6,4,0,9,5,20,10,2,0,12,3,25,5/24/15,719,5345,2,3,1076,Donald Cerrone,33,7,0,29,23,85,24,7,1,19,30,73,17,10,13,35,36,88,KO/TKO,red
367,Andrei Arlovski,4,2,4,11,3,18,3,0,0,2,1,6,0,0,0,1,0,1,5/25/15,719,5346,1,3,1515,Travis Browne,6,3,28,35,1,42,3,0,0,3,0,6,4,1,3,9,0,13,KO/TKO,blue
2007,John Moraga,5,3,0,6,10,21,9,18,14,26,15,50,11,4,25,26,3,40,5/24/15,719,5347,3,3,911,Joseph Benavidez,12,3,1,24,8,44,4,9,0,26,4,34,5,7,1,14,6,25,DEC,red
2273,Leo Kuntz,,,,,,,,,,,,,,,,,,,6/5/15,719,5351,2,3,2466,Islam Makhachev,,,,,,,,,,,,,,,,,,,SUB,red
2152,Zach Makovsky,2,1,11,16,6,24,4,3,3,16,4,24,3,1,17,25,4,32,5/23/15,719,5352,3,3,1904,John Dodson,5,0,0,5,3,13,3,0,4,9,2,14,,,,,,,DEC,red
2135,Joshua Sampo,3,3,0,5,4,12,0,0,0,2,1,3,4,0,3,2,1,7,6/4/15,719,5365,3,3,2126,Justin Scoggins,5,10,3,22,10,37,3,0,4,8,4,15,4,7,35,42,0,46,DEC,red
2297,Colby Covington,5,1,11,16,2,23,4,4,0,3,1,8,0,0,3,3,0,3,5/25/15,719,5367,3,3,870,Mike Pyle,4,6,1,4,5,13,2,1,1,6,0,8,1,7,19,34,2,37,DEC,blue
407,Joshua Burkman,5,2,0,7,5,17,3,1,0,10,6,19,1,0,0,4,1,6,1/27/16,719,5372,3,3,455,Dong Hyun Kim,5,5,8,16,0,21,2,3,0,4,0,6,0,0,0,2,0,2,SUB,red
1594,Rafael Natal,11,4,6,19,23,53,12,7,2,17,12,41,7,4,1,28,9,44,5/25/15,719,5376,3,3,2069,Uriah Hall,6,0,10,22,13,41,1,1,0,5,5,11,2,0,0,8,7,17,DEC,blue
890,Eddie Alvarez,5,11,0,17,1,23,5,1,0,10,1,16,0,2,0,9,0,9,6/15/15,720,5359,3,3,778,Gilbert Melendez,6,6,2,12,1,19,4,4,0,4,0,8,,,,,,,DEC,blue
2352,Angela Hill,7,15,0,18,4,29,10,29,5,32,3,45,14,24,2,18,1,33,6/15/15,720,5360,3,3,2340,Tecia Torres,8,2,0,20,3,31,7,5,0,17,2,26,14,0,0,20,5,39,DEC,red
2330,Charles Rosa,6,3,0,17,6,29,2,1,0,16,1,19,2,1,2,7,2,11,6/15/15,720,5362,3,3,2362,Yair Rodriguez,2,2,0,9,1,12,1,2,0,2,0,3,5,1,0,9,5,19,DEC,red
372,Nate Marquardt,3,3,12,19,5,27,0,0,0,3,3,6,5,3,0,7,2,14,6/15/15,720,5408,2,3,2070,Kelvin Gastelum,5,3,9,34,6,45,13,7,0,49,16,78,14,12,0,34,3,51,KO/TKO,red
2219,Patrick Williams,0,1,2,7,10,17,2,0,0,1,0,3,,,,,,,12/2/17,720,5411,1,3,2354,Alejandro Perez,1,0,0,5,10,16,2,0,0,7,3,12,0,0,0,7,3,10,SUB,blue
1340,Drew Dober,7,9,1,19,6,32,4,2,5,18,4,26,2,4,0,11,5,18,6/15/15,720,5412,1,3,542,Efrain Escudero,3,5,1,17,8,28,14,10,22,54,5,73,3,5,13,30,3,36,SUB,red
2262,Johnny Case,5,1,16,13,6,24,5,0,17,29,2,36,1,0,6,9,2,12,6/15/15,720,5413,3,3,2175,Francisco Trevino,0,0,0,0,0,0,4,5,4,12,6,22,2,12,0,17,6,25,DEC,blue
2312,Clay Collard,18,17,3,41,16,75,7,7,5,22,8,37,3,3,1,7,8,18,6/15/15,720,5414,3,3,2360,Gabriel Benitez,3,0,10,4,3,10,,,,,,,,,,,,,DEC,red
2010,Chico Camus,5,2,5,31,2,38,0,0,1,31,2,33,2,3,4,34,1,37,6/15/15,720,5477,3,3,2299,Henry Cejudo,15,11,6,23,4,42,10,5,3,24,1,35,20,15,13,24,1,45,DEC,red
545,Jeremy Stephens,5,0,8,21,8,34,9,6,3,29,10,48,9,0,9,30,8,47,7/13/15,721,5418,3,3,1907,Dennis Bermudez,11,26,2,35,15,61,2,10,6,24,9,35,2,3,7,10,2,14,KO/TKO,blue
1331,Brandon Thatch,7,2,0,1,3,11,3,0,0,12,2,17,4,2,0,3,1,8,7/13/15,721,5463,1,3,2015,Gunnar Nelson,6,4,14,22,2,30,4,1,2,14,0,18,2,1,0,6,0,8,SUB,red
646,John Howard,7,8,1,9,16,32,3,8,0,10,7,20,8,12,0,17,10,35,7/13/15,721,5464,3,3,2269,Cathal Pendred,7,12,1,9,24,40,6,3,0,20,22,48,3,2,0,13,28,44,DEC,blue
2130,Alex Garcia,1,3,0,13,2,16,5,8,0,31,0,36,0,0,1,13,1,14,7/13/15,721,5465,3,3,379,Mike Swick,,,,,,,,,,,,,,,,,,,DEC,blue
2356,Henry Briones,9,9,0,6,2,17,2,1,8,13,0,15,,,,,,,7/13/15,721,5466,3,3,2369,Cody Garbrandt,0,0,1,10,1,11,2,0,0,11,1,14,3,0,3,21,0,24,DEC,red
1952,Tim Means,24,24,2,45,23,92,19,6,19,54,6,79,13,5,3,31,14,58,7/13/15,721,5474,1,3,432,Matt Brown,18,37,8,51,2,71,11,15,12,62,3,76,7,6,19,30,3,40,SUB,red
2325,Thomas Almeida,14,20,0,41,8,63,10,3,0,27,6,43,8,2,0,29,8,45,7/13/15,721,5482,2,3,1170,Brad Pickett,8,5,9,25,6,39,3,18,2,24,18,45,6,4,0,25,9,40,KO/TKO,blue
2429,Cody Pfister,2,4,4,8,0,10,0,0,0,2,0,2,,,,,,,7/13/15,721,5509,3,3,2185,Yosdenis Cedeno,7,5,11,10,9,26,3,3,0,3,4,10,1,0,0,14,5,20,DEC,blue
2166,Louis Smolka,23,22,0,27,7,57,18,10,4,38,11,67,4,11,21,68,5,77,7/8/17,721,5514,3,3,2196,Neil Seery,4,4,2,29,5,38,3,5,22,40,10,53,5,8,5,64,3,72,DEC,blue
797,Rogerio Nogueira,0,0,0,0,0,0,,,,,,,,,,,,,11/14/16,724,5406,3,3,457,Mauricio Rua,3,4,12,17,11,31,1,0,1,9,2,12,0,0,0,5,1,6,DEC,red
272,Minotauro Nogueira,0,0,0,12,0,12,,,,,,,,,,,,,8/2/15,724,5472,3,3,649,Stefan Struve,2,0,0,0,0,2,,,,,,,,,,,,,DEC,red
306,Soa Palelei,1,3,9,13,3,17,1,0,5,20,1,22,0,0,0,1,0,1,8/2/15,724,5555,2,3,1431,Antonio Silva,2,1,0,2,3,7,,,,,,,,,,,,,KO/TKO,red
2047,Neil Magny,25,30,15,65,15,105,24,34,42,119,15,158,8,14,28,68,14,90,8/2/15,724,5556,2,3,326,Demian Maia,6,0,45,48,1,55,3,0,11,17,5,25,0,0,7,19,2,21,SUB,red
2227,Nordine Taleb,12,11,6,34,9,55,17,8,26,32,3,52,7,0,17,33,3,43,8/4/15,724,5557,2,3,2247,Warlley Alves,4,4,15,20,1,25,3,1,6,16,2,21,3,2,0,16,1,20,SUB,red
1694,Patrick Cummins,5,12,40,60,8,73,6,2,56,61,3,70,1,5,35,45,0,46,2/1/16,724,5558,3,3,1390,Rafael Feijao,0,0,0,3,0,3,0,0,0,1,0,1,0,3,0,6,0,6,KO/TKO,blue
2569,Jessica Aguilar,,,,,,,,,,,,,,,,,,,8/2/15,724,5563,3,3,2277,Claudia Gadelha,9,6,19,29,2,40,8,7,0,13,1,22,5,2,11,25,5,35,DEC,red
2165,Leandro Issa,1,8,7,15,23,39,3,1,2,27,12,42,1,0,2,3,1,5,8/2/15,724,5568,3,3,1706,Iuri Alcantara,18,5,10,21,1,40,8,3,17,32,1,41,4,3,8,18,2,24,DEC,red
2061,Clint Hester,6,1,4,23,5,34,9,5,2,43,7,59,11,0,4,33,3,47,3/1/16,724,5595,2,3,2245,Vitor Miranda,5,2,0,6,11,22,2,0,6,3,5,10,1,0,0,1,1,3,KO/TKO,red
2357,Guido Cannetti,15,12,2,13,2,30,0,0,0,2,3,5,,,,,,,8/1/15,724,5596,3,3,1999,Hugo Viana,5,2,0,22,6,33,11,2,0,20,2,33,5,0,0,23,0,28,DEC,blue
1531,Charles Oliveira,14,17,9,15,2,31,15,17,10,19,4,38,5,4,3,10,6,21,9/19/16,725,5426,3,3,1137,Nik Lentz,6,12,0,10,4,20,10,8,6,5,4,19,3,5,1,8,2,13,SUB,blue
2036,Norman Parke,12,8,10,24,9,45,5,13,14,22,9,36,8,13,0,22,3,33,6/1/15,725,5427,3,3,1997,Francisco Trinaldo,15,13,6,18,16,49,11,3,9,21,5,37,11,7,15,36,10,57,DEC,red
1922,Ryan Jimmo,11,12,3,15,6,32,0,0,0,1,2,3,,,,,,,6/1/15,725,5428,3,3,2085,Francimar Barroso,5,3,3,0,4,9,6,5,2,7,5,18,2,1,1,4,3,9,DEC,red
2542,Ericka Almeida,,,,,,,,,,,,,,,,,,,5/30/15,725,5430,3,3,2279,Juliana Lima,3,11,2,9,12,24,0,7,1,9,13,22,7,9,6,12,4,23,DEC,red
2544,Darren Till,,,,,,,,,,,,,,,,,,,6/1/15,725,5431,2,3,2319,Wendell Oliveira,0,0,0,4,4,8,,,,,,,,,,,,,KO/TKO,blue
2095,Wilson Reis,1,5,8,20,11,32,1,0,9,12,2,15,1,0,4,8,2,11,5/31/15,725,5432,3,3,2011,Jussier Formiga,2,2,3,12,0,14,1,2,0,2,0,3,0,0,2,3,0,3,DEC,red
2509,Nicolas Dalby,,,,,,,,,,,,,,,,,,,6/1/15,725,5433,3,3,2508,Elizeu Zaleski dos Santos,,,,,,,,,,,,,,,,,,,DEC,blue
2510,Tom Breese,,,,,,,,,,,,,,,,,,,10/6/15,725,5434,1,3,2151,Luiz Dutra,4,1,0,5,1,10,,,,,,,,,,,,,KO/TKO,blue
2213,Mirsad Bektic,1,2,19,27,0,28,2,0,8,19,0,21,0,0,9,12,0,12,5/31/15,725,5435,2,3,2048,Lucas Martins,5,0,0,20,9,34,6,1,0,15,4,25,2,6,3,17,1,20,KO/TKO,blue
2315,Damon Jackson,5,5,0,8,2,15,0,0,0,3,2,5,,,,,,,5/31/15,725,5499,1,3,1994,Rony Jason,1,1,0,9,2,12,4,2,0,6,2,12,4,1,0,4,1,9,SUB,no contest
2101,Alan Patrick,6,4,0,4,3,13,3,1,0,6,0,9,1,3,0,13,4,18,4/5/16,726,5440,2,3,2144,Mairbek Taisumov,7,2,5,31,14,52,8,0,7,16,2,26,6,9,3,13,8,27,KO/TKO,red
2193,Noad Lahat,4,7,0,8,10,22,3,0,0,9,4,16,1,0,0,8,3,12,6/22/15,726,5441,3,3,2242,Niklas Backstrom,1,3,2,7,4,12,,,,,,,,,,,,,DEC,blue
750,Tatsuya Kawajiri,0,1,26,32,3,35,0,6,0,12,0,12,0,0,0,4,0,4,6/22/15,726,5442,3,3,366,Dennis Siver,5,2,0,20,14,39,2,0,0,7,7,16,1,0,2,8,1,10,DEC,blue
2292,Lukasz Sajewski,,,,,,,,,,,,,,,,,,,6/22/15,726,5443,3,3,2207,Nick Hein,4,0,2,15,0,19,2,0,0,9,3,14,4,2,0,29,9,42,DEC,red
2374,Antonio Dos Santos,5,3,2,19,8,32,0,0,0,4,1,5,,,,,,,7/8/15,726,5444,1,3,2302,Scott Askham,2,0,0,2,3,7,7,22,0,10,10,27,3,2,2,4,1,8,KO/TKO,red
2529,Magomed Mustafaev,,,,,,,,,,,,,,,,,,,6/22/15,726,5469,2,3,2089,Piotr Hallmann,21,10,4,5,15,41,19,13,9,13,5,37,11,16,4,18,1,30,KO/TKO,blue
2570,Arnold Allen,,,,,,,,,,,,,,,,,,,9/19/16,726,5470,3,3,2201,Alan Omer,3,5,0,11,7,21,2,7,10,17,3,22,5,10,0,5,5,15,SUB,blue
2422,Masio Fullen,2,1,2,9,0,11,2,6,0,10,0,12,5,8,0,13,0,18,2/23/16,726,5471,1,3,2373,Makwan Amirkhani,1,0,4,5,0,6,,,,,,,,,,,,,SUB,red
2559,Steve Kennedy,,,,,,,,,,,,,,,,,,,6/22/15,726,5483,1,3,668,Peter Sobotta,11,0,0,12,6,29,1,0,8,3,6,10,3,1,0,3,2,8,SUB,red
1815,Tony Ferguson,8,1,3,53,12,73,4,1,1,8,5,17,0,0,1,1,1,2,7/17/15,727,5419,3,3,356,Josh Thomson,1,1,0,6,6,13,6,4,0,12,6,24,5,1,3,8,4,17,DEC,blue
2323,Matt Dwyer,2,0,4,10,1,13,,,,,,,,,,,,,7/17/15,727,5492,3,3,2291,Alan Jouban,14,20,2,33,9,56,4,0,0,8,3,15,5,1,0,35,5,45,DEC,red
438,Manvel Gamburyan,5,5,0,5,3,13,0,5,0,9,3,12,2,11,0,11,1,14,7/17/15,727,5493,3,3,1034,Scott Jorgensen,4,1,6,12,5,21,3,12,2,16,0,19,4,5,0,8,0,12,DEC,blue
2268,James Moontasri,8,14,33,49,0,57,1,0,3,5,1,7,1,0,1,2,0,3,7/16/15,727,5494,1,3,2157,Kevin Lee,22,20,5,46,0,68,21,7,16,37,2,60,18,13,41,77,1,96,SUB,red
2204,Sean Strickland,2,2,11,40,11,53,0,1,1,29,3,32,3,2,1,22,2,27,7/17/15,727,5495,3,3,2100,Igor Araujo,5,1,3,0,3,8,1,1,1,3,1,5,1,0,5,6,0,7,DEC,blue
2584,Lyman Good,,,,,,,,,,,,,,,,,,,7/17/15,727,5496,2,3,1965,Andrew Craig,1,0,0,1,1,3,1,0,0,2,1,4,0,0,3,9,0,9,KO/TKO,blue
2240,Sarah Moras,0,2,0,4,1,5,1,1,3,5,0,6,0,1,0,3,1,4,7/17/15,727,5497,3,3,2079,Jessica Andrade,7,4,19,20,1,28,6,9,0,22,2,30,8,17,0,24,1,33,DEC,red
2376,Marion Reneau,8,8,0,24,4,36,3,2,0,15,4,22,0,0,0,30,3,33,7/7/18,727,5510,3,3,2317,Holly Holm,4,3,0,4,0,8,10,6,0,8,2,20,9,6,0,5,2,16,DEC,red
2041,Yaotzin Meza,5,3,0,11,11,27,7,2,7,13,10,30,2,0,2,9,4,15,7/17/15,727,5521,3,3,1978,Sam Sicilia,15,12,5,36,15,66,4,2,7,12,2,18,4,1,10,9,0,13,DEC,red
